District,Kategoria IR,Kategoria IPR,Kategoria IIR,Kategoria IIPR,Kategoria IIIR,Kategoria IIIPR,Kategoria IVR,Kategoria IVPR,Ogółem R,Ogółem PR,Handel jarmarczny - hurt R,Handel jarmarczny - hurt PR,Handel jarmarczny - detal R,Handel jarmarczny - detal PR,Karty rejestracyjne R,Karty rejestracyjne PR
CZORTKOWSKI,0.0,0.0,3.058454731597305,0.0,4.013249245550288,0.0,0.0,0.0,7.0717039771475925,0.0,0.0,0.0,8.0,0.0,15.391309919849185,0.01766566073371711
KAMIONECKI,0.0,0.0,0.03146307780663946,0.0157315389001307,0.023597308362952183,0.00786576945006535,0.0,0.0,0.05506038616959165,0.02359730835019605,0.0,0.0,0.0,0.0,7.09897459418085,0.05506038615045745
PODHAJECKI,0.0,0.0,0.9740487396735947,0.0,0.0,0.0,0.0,0.0,0.9740487396735947,0.0,0.0,0.0,0.0,0.0,8.766438657062352,0.0
PRZEMYŚLAŃSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RADZIECHOWSKI,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,19.0,2.0
SKAŁACKI,0.0,0.0,8.746417096186011,0.9718241217984458,0.0,0.0,0.0,0.0,8.746417096186011,0.9718241217984458,0.0,0.0,0.0,0.0,12.633713583379794,0.0
TARNOPOLSKI,0.0,0.0,9.909857066079672,1.113563962186078,2.0980981816583553,0.0,0.9845342194722772,0.0,12.992489467210303,1.113563962186078,0.0,0.0,0.0,0.0,44.14138783530113,1.9690684389445543
TREMBOWELSKI,0.0,0.0,2.754168800225172,0.043641658729276986,3.0176823155051578,0.0,0.015465780527722833,0.0,5.787316896258052,0.043641658729276986,0.0,0.0,0.0,0.0,60.48026832649158,4.013265900321729
ZALESZCZYCKI,0.0,0.0,0.9774179397016907,0.0,0.0,0.0,0.0,0.0,0.9774179397016907,0.0,0.0,0.0,0.0,0.0,0.9774179397016907,0.0
ZBARASKI,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,19.0,1.0
ZBOROWSKI,0.0,0.0,4.7479086751103505,0.0,1.8991634700441402,0.0,0.0,0.0,6.647072145154491,0.0,0.0,0.0,3.7983269400882804,0.0,57.92448583634628,0.0
ZŁOCZOWSKI,0.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,23.089803872729146,0.0
KOPYCZYNIECKI,0.0,0.0,6.645239078499185,0.0,0.0,0.0,0.0,0.0,6.645239078499185,0.0,0.0,0.0,0.0,0.0,13.29047815699837,0.0
BŁOŃSKI,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,55.0,0.0
CIECHANOWSKI,0.0,0.0,5.0,2.0,0.0,0.0,1.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,7.0,0.0
GOSTYNIŃSKI,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,32.0,14.0
GRÓJECKI,0.0,0.0,2.0040609095288726,1.0008121819057745,0.0012182728586617735,0.0,0.002436545717323547,0.0004060909528872578,2.007715728104858,1.0012182728586618,0.0,0.0,0.0,0.0,14.042639550053162,0.0
KUTNOWSKI,0.0,0.0,11.0,0.0,1.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,59.0,33.0
ŁOWICKI,0.0,0.0,6.0,1.0,1.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,67.0,12.0
MAKOWSKI (MAKÓW MAZOWIECKI),0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0
MIŃSKI,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0
MŁAWSKI,0.0,0.0,9.0,3.0,0.0,0.0,0.0,0.0,9.0,3.0,0.0,0.0,0.0,0.0,42.0,0.0
PŁOCKI,0.0,0.0,23.0,2.0,8.0,0.0,2.0,1.0,33.0,3.0,0.0,0.0,0.0,0.0,87.0,0.0
PŁOŃSKI,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,59.0,2.0
PRZASNYCKI,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0
PUŁTUSKI,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0
RADZYMIŃSKI,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0
RAWSKI (RAWA MAZOWIECKA),0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
SIERPECKI,0.0,0.0,4.01197261821523,0.0,1.0119726181957258,0.0,0.0,0.0,5.023945236410956,0.0,0.0,0.0,0.0,0.0,43.55074043673683,2.000000000026006
SKIERNIEWICKI,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,15.0,2.0
SOCHACZEWSKI,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,42.0,1.0
WARSZAWSKI,0.0,0.0,4.0,0.0,0.0,0.0,10.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,28.0,5.0
DZIAŁDOWSKI,0.0,0.0,7.0,5.0,0.0,0.0,0.0,1.0,7.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0
DUBIEŃSKI,0.0,0.0,10.0,0.0,2.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,146.0,14.0
HOROCHOWSKI,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,30.0,22.0
KOWELSKI,0.0,0.0,17.0,1.0,3.0,0.0,1.0,0.0,21.0,1.0,0.0,0.0,0.0,0.0,127.0,13.0
KRZEMIENIECKI,0.0,0.0,4.0,1.0,3.0,1.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,160.0,45.0
LUBOMELSKI,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,23.0,4.0
ŁUCKI,0.0,0.0,11.0,3.0,4.0,0.0,2.0,0.0,17.0,3.0,0.0,0.0,0.0,0.0,117.0,6.0
RÓWIEŃSKI,0.0,0.0,17.0,2.0,24.0,0.0,1.0,4.0,42.0,6.0,0.0,0.0,0.0,0.0,329.0,33.0
WŁODZIMIERSKI,0.0,0.0,8.0,1.0,1.0,0.0,1.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,64.0,2.0
KOSTOPOLSKI,0.0,0.0,7.0,1.0,0.0,0.0,1.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,29.0,4.0
ZDOŁBUNOWSKI,0.0,0.0,10.0,1.0,0.0,0.0,1.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,71.0,3.0
SARNEŃSKI,0.0,0.0,23.0,2.0,0.0,0.0,0.0,0.0,23.0,2.0,0.0,0.0,0.0,0.0,132.0,0.0
BRASŁAWSKI,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,153.0,18.0
OSZMIAŃSKI,0.0,0.0,6.923852001682168,1.978243429052048,0.0,0.0,0.0,0.0,6.923852001682168,1.978243429052048,0.0,0.0,0.0,0.0,98.91217145260241,8.902095430734217
ŚWIĘCIAŃSKI,0.0,0.0,9.0,1.0,1.0,0.0,1.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,334.0,39.0
WILNO (MIASTO),0.0,0.0,38.0,9.0,22.0,3.0,20.0,12.0,80.0,24.0,0.0,0.0,2.0,0.0,348.0,26.0
DZIŚNIEŃSKI,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,306.0,18.0
WILEJSKI,0.0,0.0,4.0,2.0,0.0,0.0,2.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,278.0,34.0
WILEŃSKO-TROCKI,0.0,0.0,0.0761479983178316,2.021756570947952,0.0,0.0,0.0,0.0,0.0761479983178316,2.021756570947952,0.0,0.0,0.0,0.0,36.08782854739759,15.097904569265783
POSTAWSKI,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,114.0,19.0
MOŁODECZAŃSKI,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,141.0,45.0
