District,Pszenica (zł za q = 100kg),Żyto (zł za q = 100kg),Jęczmień browarniany (zł za q = 100kg),Jęczmień innych gatunków (zł za q = 100kg),Owies (zł za q = 100kg),Gryka (zł za q = 100kg),Groch (zł za q = 100kg),Ziemniaki jadalne (zł za q = 100kg),Ziemniaki fabryczne (zł za q = 100kg),Siano koniczyny (zł za q = 100kg),Siano łąkowe (zł za q = 100kg),Słoma (zł za q = 100kg)
POZNAŃSKI,19.069903462556653,13.535027055164708,15.156160699617462,14.628572827162422,13.4295094806737,0.0,19.185013543819572,3.0312321399234925,0.0,5.755504063145871,4.92095597398972,2.9736770992920336
GNIEZNO (MIASTO),18.685084047941356,14.253878355629782,16.25442268624449,14.744011716630386,13.953796706037576,0.0,19.675353491595637,4.201143094290884,0.0007348463298535046,5.771570393823427,5.741562228864208,3.330906310473486
KALISKI,22.45576593636575,14.156432443770857,15.967143740124188,14.472226309493397,14.667731012390751,16.946407695465947,19.994181831521885,3.2205938160892127,2.9614893329114236,6.074118379761114,5.2603953782878135,3.21010941083843
KOLSKI,21.86,14.53,16.83,15.0,15.08,18.0,24.66,3.31,0.0,8.21,6.88,3.93
KONIŃSKI,20.75,13.65,15.31,14.41,13.44,14.67,20.5,3.13,2.67,8.5,6.2,3.54
TURECKI,21.599557844033313,14.030331091267753,15.42754026249985,14.023685942615586,13.818841550934339,13.960073993918687,21.870017137478506,2.8494115300334033,0.03004429600570245,7.694341486499571,5.873952939293937,3.5682520045660118
DOLIŃSKI,23.925765515293808,17.886439219901096,16.40072636129011,16.40072636129011,16.40072636129011,19.29497218975307,24.11871523719134,5.1421100885691935,0.0,7.370679376485673,5.528009532364255,3.916879354519873
HORODEŃSKI,23.21,15.21,14.5,13.64,14.1,0.0,20.75,3.68,3.0,6.33,5.5,3.58
KAŁUSKI,23.55788965008572,16.629098576531096,16.827064035775514,15.639271280309007,16.0154056528734,0.0,17.32197768388656,5.196593305165967,0.0,7.483094359438993,6.107234417690289,3.959309184888356
KOŁOMYJSKI,24.07,16.64,16.88,14.67,14.5,18.0,22.5,4.79,3.75,7.15,5.54,3.45
KOSOWSKI (KOSÓW HUCULSKI),22.71,17.38,18.0,17.33,18.13,0.0,22.5,5.0,4.0,7.25,6.33,3.67
NADWÓRNIAŃSKI,22.71,17.22,17.0,15.86,15.31,15.25,20.25,5.5,4.0,6.0,4.92,3.35
ROHATYŃSKI,24.06,16.0,15.33,15.0,14.71,17.0,21.33,3.4,2.17,6.75,5.25,3.17
STANISŁAWOWSKI,24.131249520977292,16.475619026024077,15.893532971996377,15.75778348255185,15.074281484699544,15.744480804647615,24.12501301021047,5.0518389769708145,4.075960383119886,7.3043229494257425,5.910340345217341,4.272490505926992
STRYJSKI,29.004423985877533,19.311195254353095,18.609041806665736,17.761708923792806,17.78418067756076,17.123684116324327,26.435779014786622,5.124020902370045,2.9708867867403415,8.463813980774017,6.430458167260071,4.752504843623785
ŚNIATYŃSKI,22.86,16.43,16.5,14.25,16.0,0.0,20.75,4.29,0.0,7.5,5.9,3.7
TŁUMACKI,22.218637614416725,15.509827052680816,16.20722902908382,13.948039528060013,14.242716419497901,17.680613486273256,18.662869791066214,4.351395430232807,3.113752486193679,7.36692228594719,6.168569594099781,3.516477571158792
ŻYDACZOWSKI,23.309810498828657,15.55236552574581,14.990231832044152,14.287564714917083,13.285092961149129,16.161343693922603,19.36550574802204,3.653869009060762,3.2791132132596585,6.89550664274031,5.321532300375674,3.850615801856342
BIELSKI (BIELSKO),26.0,21.86,21.0,20.0,21.17,0.0,30.0,6.2,5.0,10.21,7.71,6.4
BIELSKO (MIASTO),26.0,21.86,21.0,20.0,21.17,0.0,30.0,6.2,0.0,10.21,7.71,6.4
CIESZYŃSKI,28.91,21.6,22.8,22.71,22.8,0.0,30.0,8.92,4.5,12.2,9.18,6.73
TARNOGÓRSKI,25.3,18.27,22.0,20.71,20.71,0.0,25.0,6.44,3.0,14.85,9.63,7.19
KATOWICE (MIASTO),26.0,22.25,21.75,22.0,21.75,0.0,30.0,8.08,0.0,12.75,10.13,8.25
KATOWICKI,25.581309326974676,21.891697404814867,21.39974914852689,21.64572327667088,21.39974914852689,0.0,29.51689537727847,7.9498838216136685,4.42753430659177,12.54468053534335,9.966871672394364,8.11714622875158
LUBLINIECKI,25.2,18.0,20.0,19.0,18.25,0.0,25.0,5.33,0.0,10.38,8.7,5.4
PSZCZYŃSKI,25.29,17.6,22.75,21.75,20.82,0.0,30.0,6.05,5.0,12.47,8.44,7.31
RYBNICKI,24.92,18.25,22.67,21.86,22.07,0.0,30.0,6.67,4.0,14.5,10.92,7.38
ŚWIĘTOCHŁOWICKI,23.369766400837662,17.391001163290028,21.178850800759133,17.77075986730364,19.89351364871306,0.0,26.943393179632423,6.212462901556012,0.0,13.028644768466998,10.10742396836229,6.572746800235593
CHORZÓW,27.048924272187662,23.07730143189511,22.671400050713977,22.833516856025483,22.63673720276005,0.0,28.87971144308911,8.377653276830321,0.07246569340822946,13.306674696189654,10.56570435924335,8.560106971012829
BORSZCZOWSKI,21.48553613224903,14.244772348469972,14.797201193008974,14.43220356358142,15.458142846296708,14.13625953972124,16.523541332193354,4.76469878414889,3.4526802783687605,6.165500497087073,5.593342050957392,3.2849786648479924
BRODZKI,24.00533793898366,14.705855709691019,15.371657207177876,15.323590284781408,14.68157355418229,14.495855709691018,18.25627397466895,4.213859361178272,2.83,6.6879696813433025,5.737635069360958,3.7218403659028914
BRZEŻAŃSKI,20.462957657090026,13.780685299878696,12.875077399151005,11.876592942403386,13.915623301845649,14.140466953719686,16.74083253261222,3.3492133295999356,2.079579724913462,7.1528001460136625,6.262188315217786,4.280799143969938
BUCZACKI,19.69,14.15,14.0,12.4,13.43,13.5,14.67,4.13,2.5,9.0,8.0,5.83
CZORTKOWSKI,22.793973350031163,15.479228736956076,14.843546744712771,14.071358677979495,14.756834285929372,14.006078013140744,19.153517875949873,4.756005259339658,3.372423813023649,7.990003464307397,6.496698346139445,4.539709857667469
KAMIONECKI,22.25469873948595,15.343817683942445,15.484850706769372,15.01225500285085,14.856659833742887,16.79254868803202,21.127425465091058,4.230755158549756,3.5634767594620276,7.0550603861504575,6.003969651225865,3.8735973083501962
PODHAJECKI,20.81542156682472,13.792530153778102,12.90614580067513,12.5457477669959,13.510056019272758,12.5457477669959,14.49384524634309,3.9351569082813227,2.600710134928498,7.168998723997658,6.087804622959967,3.7306066729498677
PRZEMYŚLAŃSKI,24.94,15.63,15.33,14.57,14.87,15.0,20.0,4.17,3.43,6.79,5.5,3.79
RADZIECHOWSKI,23.25,15.42,15.75,14.6,15.18,16.8,18.83,5.0,3.0,8.94,7.11,4.53
SKAŁACKI,20.602671383548522,13.897084942676598,14.25665986776683,12.633713584251451,14.577361827982443,12.633713584251451,17.006922132646185,3.702649904307541,2.915472365596489,7.58022815055087,6.151646691408591,4.538418649111867
TARNOPOLSKI,23.34880242703202,14.794481701276874,14.162162726193898,13.601509852819444,13.740861974950349,15.02768498462238,18.660170842487982,3.9965681103279733,2.8474663743932362,8.07462036730801,6.705191025047965,3.9823202441270915
TREMBOWELSKI,23.62250659323426,15.830453075951013,14.915937339251904,14.183466906324842,16.292308772537872,15.353114044396275,21.541602428388565,4.297332209411913,3.5156464661053914,7.507732624056408,7.3510740608673855,5.129035202577943
ZALESZCZYCKI,21.806194234744716,14.270301919644684,14.299624457835735,13.68385115582367,14.661269095525359,15.149978065376205,14.661269095525359,3.176608304030495,2.639028437194565,7.1449251392193585,6.0599912261504825,4.046510270364999
ZBARASKI,20.88,15.0,13.5,12.83,13.0,13.13,14.83,3.08,3.0,7.0,5.75,3.33
ZBOROWSKI,20.06466206101634,13.294144290308981,11.708342792822124,11.556409715218592,11.518426445817711,13.294144290308981,14.243726025331052,3.086140638821728,0.0,6.742030318656697,5.982364930639042,4.178159634097109
ZŁOCZOWSKI,24.2,15.2,17.0,14.25,14.25,13.75,22.0,3.67,3.0,7.17,6.64,4.0
KOPYCZYNIECKI,20.714159869765805,13.375917166131996,12.815818434548046,12.61646125889952,13.765138318588642,13.451862756855245,16.138438028690132,4.271939478182682,3.797279536162384,5.790851292647635,5.695919304243576,3.009344032408689
BŁOŃSKI,21.5,14.44,15.25,15.14,15.31,20.0,26.0,4.16,3.29,9.54,6.96,5.65
CIECHANOWSKI,21.85,13.85,14.55,13.88,13.08,17.4,20.4,3.13,2.63,7.21,5.66,3.69
GOSTYNIŃSKI,22.0,14.31,16.0,14.29,14.55,20.0,23.0,3.75,0.0,7.8,6.5,4.0
GRÓJECKI,22.86,15.29,14.4,14.3,14.43,20.0,22.5,3.93,3.36,9.11,7.0,5.64
KUTNOWSKI,23.92,14.83,16.38,14.67,14.78,0.0,23.0,3.13,2.75,8.67,6.67,3.43
ŁOWICKI,23.77,15.15,15.42,14.8,14.15,19.0,23.0,4.02,3.38,9.33,7.1,4.94
MAKOWSKI (MAKÓW MAZOWIECKI),22.4,13.68,14.25,13.5,13.76,15.0,19.86,3.14,2.75,6.79,5.23,3.49
MIŃSKI,23.88,16.33,15.2,15.25,15.75,18.0,23.33,4.19,3.5,8.0,6.14,3.88
MŁAWSKI,21.42,13.71,14.67,13.5,13.67,18.5,19.0,3.07,2.5,6.63,3.67,3.25
PŁOCKI,22.84,14.2,16.0,14.75,14.75,17.0,20.0,3.98,3.0,8.1,7.0,4.17
PŁOŃSKI,22.12,14.06,15.7,14.6,15.94,22.0,22.33,3.32,2.42,6.57,5.57,3.56
PRZASNYCKI,19.5,13.11,14.25,13.67,14.67,0.0,20.0,3.28,0.0,6.79,3.5,3.5
PUŁTUSKI,21.56,13.89,15.0,13.83,13.71,16.25,21.33,3.5,3.2,7.4,6.2,4.0
RADZYMIŃSKI,22.5,15.36,18.0,16.38,15.77,17.8,24.0,4.32,3.17,8.05,6.27,4.38
RAWSKI (RAWA MAZOWIECKA),22.19,14.53,14.67,14.29,14.21,0.0,24.0,3.12,3.0,9.0,7.63,4.5
SIERPECKI,21.861846887291005,14.16677857128533,15.489589272740844,14.406955296740644,14.422764880376691,18.58952081819765,21.259326909837778,3.3937000563669386,3.304361414184415,6.957822018187699,6.042257614550159,3.616693210912619
SKIERNIEWICKI,22.0,14.36,15.25,14.71,14.33,0.0,24.0,3.49,2.5,10.0,8.25,6.0
SOCHACZEWSKI,22.8,15.1,16.5,14.83,14.0,0.0,25.0,3.42,0.0,7.33,5.3,3.7
WARSZAWSKI,22.17,15.87,15.0,14.67,14.45,0.0,25.0,4.83,4.0,10.89,7.25,6.63
DZIAŁDOWSKI,19.27,13.89,15.2,14.37,13.36,0.0,21.0,4.29,3.5,6.16,4.92,3.5
DUBIEŃSKI,20.37,12.55,11.6,11.35,11.39,12.14,14.25,4.94,2.7,4.88,3.69,2.54
HOROCHOWSKI,20.4,13.35,12.83,12.05,12.5,13.3,13.5,4.13,0.0,4.92,3.85,3.06
KOWELSKI,21.4,15.8,14.29,14.25,15.0,16.71,19.29,4.81,4.0,5.48,4.71,2.93
KRZEMIENIECKI,21.37,13.45,13.33,12.58,12.45,12.44,15.69,4.07,3.8,5.35,4.56,3.04
LUBOMELSKI,24.83,17.17,14.0,13.8,16.17,16.83,18.5,4.7,0.0,7.7,5.1,3.5
ŁUCKI,20.0,13.55,12.73,12.52,12.62,14.54,15.22,4.24,3.45,5.47,3.44,2.55
RÓWIEŃSKI,20.7,13.1,13.23,12.59,12.68,13.78,15.13,4.3,3.8,5.73,4.83,2.76
WŁODZIMIERSKI,22.2,13.8,15.0,13.1,13.9,16.62,18.5,4.26,0.0,6.36,4.97,2.84
KOSTOPOLSKI,19.5,14.3,14.0,13.88,13.56,13.53,15.67,4.27,2.4,5.23,3.93,2.23
ZDOŁBUNOWSKI,20.05,12.67,12.13,11.41,11.14,12.85,14.6,3.53,3.0,4.98,4.2,2.64
SARNEŃSKI,19.25,15.63,14.0,13.55,16.18,17.0,24.0,4.5,0.0,7.35,4.38,2.96
OSZMIAŃSKI,19.456024124726895,13.521293837570749,12.858582288838313,12.720105248804668,14.134549300576882,15.16323588368395,18.46690241020087,5.34125725844053,0.0,6.360052624402334,5.044520744082722,3.2641016579358793
ŚWIĘCIAŃSKI,16.5,12.5,14.5,13.62,13.14,13.5,13.0,4.65,4.2,5.92,4.54,3.52
WILNO (MIASTO),21.67,16.72,17.0,15.89,15.85,0.0,17.67,6.09,0.0,7.66,5.49,4.95
DZIŚNIEŃSKI,18.44,12.65,14.83,13.67,12.63,0.0,12.0,3.2,3.15,5.01,3.74,2.58
WILEJSKI,17.67,13.47,14.0,13.67,12.69,13.0,13.83,4.2,3.6,5.43,4.27,3.87
WILEŃSKO-TROCKI,21.88397587527311,16.86870616242925,17.141417711161687,16.029894751195332,16.005450699423115,18.36676411631605,17.873097589799134,6.14874274155947,4.8,7.729947375597665,5.545479255917278,4.985898342064121
POSTAWSKI,18.0,12.13,14.0,12.25,12.14,0.0,13.2,3.66,3.0,4.69,3.61,2.55
MOŁODECZAŃSKI,20.82,13.53,13.0,12.73,11.23,16.6,16.88,4.8,4.35,6.8,5.92,4.11
